house_type,house_size,location,latitude,longitude,price,numBathrooms,SecurityDeposit,Status
2 BHK Apartment ,930 sq ft,Thane West,19.19001007,72.96786499,33000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,115 sq ft",Kharghar,19.06895256,73.08503723,28000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,630 sq ft,Bhayandar East,19.30729294,72.86174774,12000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Chembur,19.06293297,72.89239502,88000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,900 sq ft,Borivali East,19.22686195,72.86437988,40000,2.0," 2,00,000",Unfurnished
1 BHK Apartment ,550 sq ft,Ghansoli,19.11796951,72.99695587,39000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,050 sq ft",Kalyan East,19.229002,73.12407684,15000,2.0," 1,00,000",Semi-Furnished
1 BHK Apartment ,700 sq ft,Nerul,19.03474617,73.01525879,15000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,550 sq ft,Vikhroli,19.12318611,72.92631531,28000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,845 sq ft",Parel,18.99886894,72.84266663,375000,3.0,No Deposit,Furnished
3 BHK Apartment ,"1,800 sq ft",Panvel,18.95242119,73.12985229,35000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Ulwe,18.98021317,73.02484894,12000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,950 sq ft,Mulund West,19.16048431,72.94541931,50000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,300 sq ft",Parel,19.00203514,72.84919739,150000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,100 sq ft",Kharghar,19.06352615,73.05749512,27000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,500 sq ft",Bhayandar West,19.30349541,72.83396149,38000,3.0,No Deposit,Unfurnished
4 BHK Apartment ,"3,800 sq ft",Lower Parel,19.00762367,72.83289337,425000,5.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,150 sq ft",Bhayandar East,19.26326942,72.87560272,26000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,352 sq ft",Borivali East,19.2212677,72.85808563,59000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,689 sq ft,Sector-15 Ghansoli,19.12387466,72.99108124,19000,2.0," 55,000",Unfurnished
3 BHK Apartment ,"2,050 sq ft",Ghansoli,19.11757469,72.99636841,49000,2.0," 1,65,000",Unfurnished
1 RK Studio Apartment ,200 sq ft,Andheri East,19.12545776,72.86256409,35000,1.0," 70,000",Furnished
2 BHK Apartment ,"1,040 sq ft",Thane West,19.25846672,72.97864532,27000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,968 sq ft,Goregaon West,19.15411758,72.84352112,75000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,450 sq ft,Kandivali East,19.19689178,72.87253571,28000,2.0,No Deposit,Furnished
1 BHK Apartment ,670 sq ft,Mira Road East,19.2784996,72.87064362,19500,1.0,No Deposit,Furnished
2 BHK Apartment ,992 sq ft,Kalyan West,19.25786209,73.13034058,24000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"2,224 sq ft",Ghansoli,19.11607552,73.00608826,58000,2.0," 1,60,000",Unfurnished
2 BHK Apartment ,890 sq ft,Bandra East,19.0618,72.85441589,70000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Malad West,19.19700813,72.82634735,32000,2.0," 1,00,000",Unfurnished
2 BHK Apartment ,740 sq ft,Kanjurmarg,19.1315136,72.92739868,28000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,690 sq ft,Mira Road East,19.29725838,72.86573792,26000,2.0,No Deposit,Furnished
1 BHK Apartment ,580 sq ft,Mira Road East,19.28766632,72.86893463,17000,1.0,No Deposit,Semi-Furnished
1 RK Studio Apartment ,400 sq ft,Tardeo,18.96496964,72.80918121,32000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,700 sq ft,Khar West,19.07024956,72.8334198,125000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,585 sq ft,Dombivali,19.16758537,73.07501221,13000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,200 sq ft",Borivali East,19.22686195,72.86437988,60000,3.0," 2,00,000",Unfurnished
3 BHK Apartment ,"1,670 sq ft",Mira Road East,19.28087616,72.87459564,22000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Koper Khairane,19.09980965,72.99932098,13500,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,214 sq ft",Panvel,18.9363308,73.18986511,20000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,700 sq ft,Dombivali,19.20880127,73.09664917,15000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Santacruz East,19.0793705,72.85626221,35000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,400 sq ft,Vasai,19.41449928,72.85800171,7500,1.0," 50,000",Unfurnished
1 BHK Apartment ,540 sq ft,Thane West,19.2348175,72.96658325,15000,1.0,No Deposit,Semi-Furnished
1 RK Studio Apartment ,350 sq ft,Andheri East,19.11377907,72.87884521,30000,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,210 sq ft",Ulwe,18.96272087,73.02055359,15000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,220 sq ft",Ghansoli,19.12706566,73.00237274,42000,2.0," 1,50,000",Unfurnished
1 RK Studio Apartment ,400 sq ft,Dombivali East,19.21815491,73.08911896,7500,1.0,No Deposit,Semi-Furnished
1 RK Studio Apartment ,450 sq ft,Badlapur East,19.144207,73.24699402,3000,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,248 sq ft",Mulund West,19.15857124,72.94791412,42000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,050 sq ft",Badlapur East,19.15073013,73.23242188,9000,2.0," 30,000",Unfurnished
2 BHK Apartment ,"1,000 sq ft",Andheri West,19.13805008,72.82532501,85000,2.0,No Deposit,Furnished
1 BHK Apartment ,645 sq ft,Thane West,19.2715683,72.97142029,15999,1.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,050 sq ft",Andheri West,19.13529968,72.81290436,75000,3.0," 3,00,000",Semi-Furnished
3 BHK Apartment ,"1,950 sq ft",Kharghar,19.04526329,73.06256104,65000,3.0," 1,00,000",Furnished
1 BHK Apartment ,550 sq ft,Andheri West,19.12641144,72.82249451,45000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,668 sq ft,Powai,19.1127758,72.89860535,45000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,250 sq ft",Tardeo,18.96496964,72.80918121,60000,2.0,No Deposit,Furnished
1 BHK Apartment ,650 sq ft,Borivali East,19.21984673,72.86177063,32000,2.0," 1,00,000",Unfurnished
1 BHK Apartment ,515 sq ft,Kalyan East,19.04360962,72.89143372,45000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"2,050 sq ft",Goregaon West,19.16792107,72.84716797,77000,3.0," 3,00,000",Semi-Furnished
1 BHK Apartment ,575 sq ft,Mira Road East,19.28087616,72.87459564,20000,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,184 sq ft",Rabale,19.14412308,73.01037598,32500,2.0," 95,000",Unfurnished
3 BHK Apartment ,"1,500 sq ft",Chembur,19.04328537,72.90474701,70000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,650 sq ft,Ghansoli,19.11912727,73.00679016,49999,1.0,No Deposit,Furnished
1 BHK Apartment ,560 sq ft,Mira Road East,19.27337646,72.87338257,16000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,325 sq ft",Napeansea Road,18.94491959,72.79441071,180000,3.0,No Deposit,Furnished
1 BHK Apartment ,710 sq ft,Mira Road East,19.28604317,72.87023163,20000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,671 sq ft,Ghansoli,19.12399673,72.9980545,24000,2.0," 75,000",Unfurnished
1 BHK Apartment ,600 sq ft,Colaba,18.91120911,72.82062531,70000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Mulund East,19.16632271,72.96037292,40000,3.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,157 sq ft",Kandivali West,19.20575714,72.82209778,40000,2.0," 2,00,000",Semi-Furnished
1 BHK Apartment ,650 sq ft,Juhu,19.11050224,72.82448578,60000,1.0,No Deposit,Furnished
1 BHK Apartment ,580 sq ft,Sanpada,19.06231308,73.00275421,25000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,860 sq ft,Thane West,19.27087021,72.96713257,26000,2.0," 1,00,080",Semi-Furnished
3 BHK Apartment ,"2,100 sq ft",Ghansoli,19.12029648,72.9910965,75000,3.0," 3,00,000",Unfurnished
2 BHK Apartment ,"1,197 sq ft",Thane West,19.21265221,72.98867035,45000,2.0,No Deposit,Furnished
4 BHK Apartment ,"1,800 sq ft",Andheri West,19.14033508,72.83763123,150000,4.0," 4,00,000",Semi-Furnished
2 BHK Apartment ,730 sq ft,Thane West,19.22246552,72.98777771,36000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Cuffe Parade,18.91077805,72.82048798,145000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,360 sq ft",Goregaon West,19.14982986,72.84686279,89000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,750 sq ft,Cumballa Hill,18.96513748,72.80402374,85000,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,150 sq ft",Dombivali,19.22112465,73.07662201,12000,2.0,No Deposit,Furnished
2 BHK Apartment ,829 sq ft,Andheri West,19.14501762,72.82588196,95000,2.0," 3,00,000",Furnished
2 BHK Apartment ,960 sq ft,Dombivali,19.22002983,73.09614563,15000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,700 sq ft",Panvel,18.97351646,73.01733398,23500,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,990 sq ft,Mira Road East,19.2818985,72.88632965,32000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,750 sq ft",Kandivali East,19.19815254,72.87229919,80000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Santacruz East,19.07924843,72.853508,42000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,MATUNGA WEST,19.02820587,72.84375763,40000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,700 sq ft,Malabar Hill,18.96323395,72.80530548,90000,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Kandivali East,19.20085716,72.86756897,40000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,010 sq ft",Kharghar,19.04786301,73.06852722,26000,0.0," 1,00,000",Semi-Furnished
4 BHK Apartment ,"3,200 sq ft",Walkeshwar,18.95075417,72.80206299,525000,4.0," 20,00,000",Semi-Furnished
1 BHK Apartment ,550 sq ft,Chembur,19.07072258,72.89862061,35000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,013 sq ft",Goregaon East,19.1738739,72.87392426,60000,3.0," 2,00,000",Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Goregaon East,19.14554596,72.85346985,93000,2.0,No Deposit,Furnished
2 BHK Apartment ,850 sq ft,Thane West,19.26770592,72.97130585,28000,2.0,No Deposit,Furnished
2 BHK Apartment ,740 sq ft,Kanjurmarg,19.1315136,72.92739868,28000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,500 sq ft,Powai,19.11657715,72.91240692,59000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,990 sq ft,Mira Road East,19.283638,72.87389374,22000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,650 sq ft,Borivali West,19.23436356,72.84619141,33000,2.0," 1,50,000",Semi-Furnished
3 BHK Apartment ,"1,300 sq ft",Thane West,19.26484108,72.96659088,30000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,890 sq ft,Andheri East,19.12276459,72.88446045,70000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Worli,19.00309181,72.82584381,275000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,500 sq ft,Santacruz East,19.0793705,72.85626221,35000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,460 sq ft",Goregaon East,19.17182732,72.87014008,90000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,580 sq ft,Dombivali East,19.21850395,73.09439087,12000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,090 sq ft",Kandivali East,19.19594383,72.87178802,50000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Andheri West,19.14662933,72.82849884,75000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Santacruz East,19.07842636,72.85665894,63000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,221 sq ft",Chembur,19.05873108,72.89041138,70000,3.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,360 sq ft",Powai,19.11554909,72.90008545,78000,3.0,No Deposit,Furnished
2 BHK Apartment ,"1,250 sq ft",Kharghar,19.04759026,73.0774765,38000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,230 sq ft",Kharghar,19.07082176,73.08248138,33000,2.0," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,200 sq ft",Ville Parle East,19.0951004,72.8605957,110000,3.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,200 sq ft",Mulund West,19.17752266,72.96000671,44000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,500 sq ft",Andheri West,19.13805008,72.82532501,130000,3.0,No Deposit,Furnished
3 BHK Apartment ,"1,335 sq ft",Thane West,19.22232819,72.98812103,32000,3.0," 1,30,000",Semi-Furnished
1 BHK Apartment ,540 sq ft,Borivali East,19.21996117,72.86444092,30000,1.0," 1,00,000",Unfurnished
2 BHK Apartment ,750 sq ft,Thane West,19.18860817,72.97050476,40000,1.0,No Deposit,Unfurnished
2 BHK Independent Floor ,850 sq ft,Mulund West,19.17361641,72.94251251,38000,3.0,No Deposit,Furnished
1 RK Studio Apartment ,500 sq ft,Andheri East,19.11781311,72.87030792,19000,2.0,No Deposit,Unfurnished
5 BHK Apartment ,"2,600 sq ft",Santacruz East,18.97277069,72.81299591,350000,4.0,No Deposit,Furnished
2 BHK Apartment ,895 sq ft,Andheri East,19.1245575,72.85211182,48000,2.0,No Deposit,Semi-Furnished
4 BHK Apartment ,"2,500 sq ft",Kharghar,19.03392029,73.07605743,95000,5.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Andheri West,19.13804436,72.82541656,250000,3.0,No Deposit,Furnished
2 BHK Apartment ,"1,400 sq ft",Wadala,19.0335331,72.8691864,110000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Andheri West,19.13805008,72.82532501,65000,2.0,No Deposit,Furnished
1 BHK Apartment ,590 sq ft,Hendre Pada,19.17108536,73.25007629,4500,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,098 sq ft",Dombivali,19.16758537,73.07501221,18000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,710 sq ft,Mira Road East,19.28744507,72.87618256,26000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,753 sq ft,Thane West,19.22478485,72.97016144,37000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,450 sq ft,Goregaon West,19.16932297,72.84515381,28000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,050 sq ft",Chembur,19.0642128,72.89389801,65000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,650 sq ft,Kalyan West,19.26244545,73.13493347,13000,1.0,No Deposit,Unfurnished
1 BHK Independent Floor ,650 sq ft,Worli,28.46425247,77.03192139,13500,2.0,No Deposit,Furnished
2 BHK Apartment ,710 sq ft,Malad West,19.18646049,72.83118439,65000,2.0," 2,00,000",Semi-Furnished
1 BHK Apartment ,950 sq ft,Thane West,19.22886848,72.97798157,34000,2.0," 1,00,000",Furnished
2 BHK Apartment ,"1,500 sq ft",Andheri East,21.1857605,72.80945587,22000,2.0,No Deposit,Furnished
1 RK Studio Apartment ,300 sq ft,Koper Khairane,19.10916328,73.00343323,6000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,850 sq ft,Kalyan West,19.2570858,73.12992859,22000,2.0,No Deposit,Furnished
1 RK Studio Apartment ,300 sq ft,Andheri West,19.12384415,72.82418823,22000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,450 sq ft,Goregaon West,19.16975403,72.83875275,24500,1.0,No Deposit,Unfurnished
2 BHK Apartment ,740 sq ft,Kanjurmarg,19.1315136,72.92739868,28000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,750 sq ft,Andheri East,19.11567116,72.88295746,65000,3.0,No Deposit,Furnished
1 BHK Apartment ,680 sq ft,Kalamboli,19.03990364,73.09510803,14000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,685 sq ft,Dombivali,19.21637344,73.08179474,8500,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,740 sq ft,Kanjurmarg,19.1315136,72.92739868,28000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Kharghar,19.03473663,73.05744171,35000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,050 sq ft",Kharghar,19.04891014,73.06781006,20000,2.0," 60,000",Semi-Furnished
2 BHK Apartment ,850 sq ft,Santacruz East,19.07556152,72.85774994,58000,2.0,No Deposit,Furnished
1 BHK Apartment ,610 sq ft,Dombivali East,19.20571518,73.09552765,8000,1.0," 40,000",Semi-Furnished
2 BHK Apartment ,900 sq ft,Thane West,19.23326492,72.97569275,32000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,450 sq ft",Khar,26.87819672,80.95142365,35000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,380 sq ft",Chembur,19.05467415,72.90143585,105000,3.0,No Deposit,Furnished
1 BHK Apartment ,600 sq ft,Andheri East,19.10704422,72.86820221,41000,2.0,No Deposit,Furnished
1 BHK Apartment ,550 sq ft,Naigaon East,19.36323929,72.85987091,10000,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Borivali East,19.22089958,72.86664581,100000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Dombivali East,19.20571518,73.09552765,6000,1.0," 25,000",Unfurnished
2 BHK Apartment ,950 sq ft,Thane West,19.24021149,72.99583435,26000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,600 sq ft",Goregaon West,19.15725327,72.84050751,110000,3.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,300 sq ft",Goregaon East,19.17523766,72.87052917,70000,3.0,No Deposit,Furnished
4 BHK Apartment ,"2,200 sq ft",Powai,19.10622025,72.89893341,350000,4.0," 15,00,000",Semi-Furnished
2 BHK Apartment ,850 sq ft,Andheri West,19.12310028,72.82797241,125000,2.0,No Deposit,Furnished
1 BHK Apartment ,525 sq ft,Andheri East,19.10876465,72.86569214,33000,2.0,No Deposit,Furnished
1 BHK Apartment ,675 sq ft,Mira Road East,19.28695679,72.86962891,15000,1.0," 60,000",Unfurnished
3 BHK Apartment ,"1,690 sq ft",Andheri East,19.1108036,72.87134552,142300,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,650 sq ft,Goregaon West,19.1655407,72.83707428,35000,1.0," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,740 sq ft",Powai,19.12396812,72.91261292,85000,4.0,No Deposit,Furnished
1 BHK Apartment ,620 sq ft,Andheri East,19.1168251,72.87012482,33000,2.0,No Deposit,Furnished
2 BHK Apartment ,950 sq ft,Andheri West,19.12128448,72.82345581,55000,2.0,No Deposit,Furnished
1 RK Studio Apartment ,300 sq ft,Jogeshwari East,19.12996101,72.85632324,16000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,650 sq ft",Andheri West,19.1387825,72.8247757,125000,4.0," 4,00,000",Furnished
1 BHK Apartment ,700 sq ft,Thane West,19.26239014,72.97595215,12995,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,995 sq ft,Chembur,19.0642128,72.89389801,56000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,940 sq ft,Seven Bunglow,19.1291275,72.8197937,75000,2.0," 3,00,000",Furnished
1 RK Studio Apartment ,150 sq ft,Borivali East,19.22686195,72.86437988,20000,1.0," 1,00,000",Semi-Furnished
4 BHK Apartment ,"1,850 sq ft",Worli,19.00379562,72.82748413,290000,5.0,No Deposit,Unfurnished
1 BHK Apartment ,650 sq ft,Borivali West,19.25128555,72.84901428,20500,2.0,No Deposit,Unfurnished
2 BHK Apartment ,700 sq ft,Bhandup East,19.14496231,72.94623566,32000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,200 sq ft",Khar West,19.06879044,72.82737732,175000,3.0," 6,00,000",Semi-Furnished
2 BHK Apartment ,918 sq ft,Dombivali,19.16758537,73.07501221,13500,2.0,No Deposit,Unfurnished
1 BHK Apartment ,450 sq ft,Dombivali,19.22030067,73.0973587,9000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,960 sq ft,Badlapur East,19.15496826,73.23058319,9000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Andheri East,19.11436844,72.884758,55000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,505 sq ft,Rasayani,18.88459206,73.16992188,6000,1.0," 20,000",Unfurnished
1 BHK Apartment ,572 sq ft,Borivali East,19.22131157,72.85739899,35000,1.0," 1,00,000",Unfurnished
2 BHK Apartment ,"1,150 sq ft",Kandivali East,19.20486069,72.87245178,64500,2.0,No Deposit,Unfurnished
1 BHK Apartment ,520 sq ft,Malad West,19.19775009,72.81954956,22000,1.0,No Deposit,Unfurnished
4 BHK Apartment ,"1,500 sq ft",Andheri West,19.14150429,72.83450317,145000,4.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Thane West,19.22291374,72.98842621,34000,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,225 sq ft",Dadar East,19.01447678,72.84549713,100000,3.0,No Deposit,Unfurnished
2 BHK Apartment ,990 sq ft,Kalyan West,19.24324989,73.12389374,18200,2.0,No Deposit,Unfurnished
2 BHK Apartment ,950 sq ft,Andheri West,19.14013863,72.8083725,125000,2.0,No Deposit,Furnished
4 BHK Apartment ,"1,600 sq ft",Borivali East,19.22560692,72.86468506,160000,4.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,165 sq ft",Malad East,19.17799377,72.87650299,72000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Santacruz East,19.07385063,72.86419678,80000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,246 sq ft",Panvel,18.95307922,73.14958191,15000,2.0," 50,000",Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Jogeshwari West,19.1398983,72.84290314,175000,4.0,No Deposit,Furnished
2 BHK Apartment ,780 sq ft,Kanjurmarg,19.12952614,72.93273163,36000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,710 sq ft,Bhayandar East,19.29854774,72.86050415,17000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Ulwe,18.97681999,73.03240967,17000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Mulund East,19.15246582,72.96372223,22000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,050 sq ft",Thane West,19.2126503,72.9861145,28000,2.0," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,450 sq ft",Powai,19.12211418,72.90531921,95000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,740 sq ft,Kanjurmarg,19.1315136,72.92739868,28000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Airoli,19.16828537,72.99168396,33000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"2,000 sq ft",Nala Sopara,18.96496964,72.80918121,400000,4.0,No Deposit,Semi-Furnished
1 RK Studio Apartment ,150 sq ft,Borivali East,19.22686195,72.86437988,15000,1.0," 50,000",Semi-Furnished
2 BHK Independent Floor ,"1,100 sq ft",Nala Sopara,26.8856163,75.74514771,13500,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,650 sq ft",Yari Road,19.13883018,72.80986786,100000,4.0," 3,00,000",Furnished
2 BHK Apartment ,600 sq ft,Malad West,19.18503952,72.81951141,52000,2.0,No Deposit,Furnished
1 BHK Apartment ,665 sq ft,Ghansoli,19.12588501,72.99964142,21400,2.0," 60,000",Unfurnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,100 sq ft",Santacruz East,19.07627678,72.86540222,72999,3.0,No Deposit,Unfurnished
2 BHK Apartment ,880 sq ft,Goregaon West,19.1655407,72.83707428,43000,2.0," 1,50,000",Unfurnished
3 BHK Apartment ,"1,250 sq ft",Mira Road East,19.28299713,72.88573456,44000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,439 sq ft,Kandivali West,19.20780563,72.82957458,25000,1.0," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Andheri West,19.13844872,72.82474518,140000,3.0," 3,00,000",Furnished
2 BHK Apartment ,"1,060 sq ft",Mulund West,19.15857124,72.94791412,39000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,600 sq ft,Malad West,19.18503952,72.81951141,52000,2.0,No Deposit,Furnished
2 BHK Apartment ,800 sq ft,Kalyan West,19.25352097,73.13677979,19000,2.0," 1,00,000",Unfurnished
2 BHK Apartment ,900 sq ft,Ville Parle East,19.0951004,72.8605957,28000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,909 sq ft,Dombivali East,19.16810036,73.07397461,21000,2.0," 70,000",Semi-Furnished
2 BHK Apartment ,757 sq ft,Powai,19.11634064,72.91352081,90000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,020 sq ft",Borivali East,19.21999931,72.86000061,45000,2.0," 2,00,000",Unfurnished
3 BHK Apartment ,"1,690 sq ft",Andheri East,19.1108036,72.87134552,142300,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,650 sq ft,Mulund East,19.16606522,72.96521759,30000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,950 sq ft,Kanjurmarg,19.13684273,72.93132019,35000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,700 sq ft,Bhandup East,19.14496231,72.94623566,32000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Andheri West,19.14526939,72.8306427,56000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,040 sq ft",Andheri West,19.12855911,72.81993103,70000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Ulwe,18.97845078,73.04993439,14000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"2,070 sq ft",Tardeo,18.96496964,72.80918121,390000,4.0,No Deposit,Semi-Furnished
2 BHK Apartment ,900 sq ft,Andheri West,19.13927841,72.81475067,80000,2.0,No Deposit,Furnished
