house_type,house_size,location,latitude,longitude,price,numBathrooms,SecurityDeposit,Status
2 BHK Apartment ,"1,050 sq ft",Andheri West,19.14067841,72.81233215,65000,2.0,No Deposit,Furnished
2 BHK Apartment ,940 sq ft,Borivali East,19.22451973,72.86052704,46000,2.0," 2,00,000",Unfurnished
2 BHK Apartment ,"1,200 sq ft",Andheri East,19.11678123,72.88955688,69000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Andheri West,19.13033485,72.83637238,75000,3.0," 2,00,000",Furnished
2 BHK Apartment ,850 sq ft,Santacruz East,19.0825882,72.85115051,62000,2.0,No Deposit,Furnished
1 BHK Apartment ,580 sq ft,Malad West,19.19775009,72.81954956,22000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,690 sq ft,Kanjurmarg,19.1315136,72.92739868,27000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,690 sq ft",Goregaon East,19.17182732,72.87014008,129000,2.0,No Deposit,Furnished
1 BHK Apartment ,710 sq ft,Kalamboli,19.04022598,73.09493256,12000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,100 sq ft",Kharghar,19.04623985,73.06303406,40000,2.0," 2,00,000",Semi-Furnished
1 BHK Apartment ,610 sq ft,Kalyan West,19.25698471,73.1344223,11000,1.0," 60,000",Unfurnished
2 BHK Apartment ,"1,400 sq ft",Juhu,19.09912872,72.83280182,85000,2.0,No Deposit,Furnished
1 BHK Apartment ,550 sq ft,Kurla West,19.07642365,72.88147736,30000,1.0,No Deposit,Furnished
1 BHK Apartment ,650 sq ft,Thane West,19.26498795,72.9720459,17500,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,535 sq ft,Goregaon East,19.15395355,72.88471222,16000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,780 sq ft,Kanjurmarg,19.12952614,72.93273163,48000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,200 sq ft",Chembur,19.05397606,72.89080048,75000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,090 sq ft",Titwala,19.29587364,73.20278931,12000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,836 sq ft,Thane West,19.25733566,72.98529816,38000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,345 sq ft",Borivali East,19.22131157,72.85739899,65000,3.0," 2,00,000",Unfurnished
1 BHK Apartment ,380 sq ft,Ghansoli,19.1209507,73.00354004,16000,1.0," 40,000",Unfurnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Dombivali,19.20880127,73.09664917,23000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Santacruz East,19.07212448,72.86820221,130000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,900 sq ft,Dadar East,19.01447678,72.84549713,60000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,081 sq ft",Ghatkopar West,19.09126663,72.90485382,90000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,600 sq ft,Bandra West,19.05635643,72.8288269,60000,1.0,No Deposit,Furnished
3 BHK Apartment ,"1,250 sq ft",Borivali East,19.2212677,72.85808563,55000,2.0," 2,00,000",Semi-Furnished
2 BHK Apartment ,900 sq ft,Dadar East,19.01447678,72.84549713,60000,2.0,No Deposit,Furnished
1 BHK Apartment ,680 sq ft,Titwala,19.28917503,73.20214844,7000,1.0,No Deposit,Unfurnished
5 BHK Apartment ,"3,400 sq ft",Cuffe Parade,18.91502953,72.82029724,650000,5.0,No Deposit,Semi-Furnished
1 BHK Apartment ,635 sq ft,Ulwe,18.98457527,73.02407837,10000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,740 sq ft,Kanjurmarg,19.1315136,72.92739868,28000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Malad West,19.17896652,72.83389282,85000,3.0,No Deposit,Furnished
3 BHK Apartment ,"1,800 sq ft",Kharghar,19.04128265,73.07174683,43500,3.0,No Deposit,Furnished
3 BHK Apartment ,"1,690 sq ft",Andheri East,19.1108036,72.87134552,142300,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,250 sq ft,Andheri East,19.11069107,72.85361481,21000,1.0," 50,000",Semi-Furnished
1 BHK Apartment ,800 sq ft,Shil Phata,19.14222717,73.043396,17000,2.0," 60,000",Unfurnished
1 BHK Apartment ,630 sq ft,Bhayandar East,19.30729294,72.86174774,10500,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,025 sq ft",Koper Khairane,19.10916328,73.00343323,29000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Juhu,19.10612106,72.82601929,100000,2.0," 3,00,000",Semi-Furnished
1 BHK Apartment ,630 sq ft,Thane West,19.18913078,72.96363068,23000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,900 sq ft",Chembur,19.05108452,72.89046478,105000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,725 sq ft,Virar,19.46796227,72.80297852,11000,2.0," 50,000",Semi-Furnished
2 BHK Apartment ,885 sq ft,Goregaon West,19.16257477,72.83396149,55000,2.0,No Deposit,Semi-Furnished
1 RK Studio Apartment ,500 sq ft,Bandra West,19.05765533,72.83065796,60000,1.0,No Deposit,Furnished
1 BHK Apartment ,474 sq ft,Malad East,19.19338989,72.85915375,38000,2.0," 1,00,000",Furnished
1 RK Studio Apartment ,350 sq ft,Koper Khairane,19.1027832,73.01050568,7500,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,700 sq ft,Kalamboli,19.03763771,73.10301971,14000,1.0,No Deposit,Unfurnished
1 BHK Apartment ,650 sq ft,Bandra West,19.05635643,72.8288269,65000,1.0,No Deposit,Furnished
1 BHK Apartment ,600 sq ft,Nerul,19.0361557,73.02041626,14000,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,330 sq ft",Goregaon East,19.16825485,72.8529892,60000,3.0," 3,00,000",Semi-Furnished
1 BHK Apartment ,700 sq ft,Virar,19.47090149,72.80472565,7500,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,650 sq ft,Goregaon West,19.1655407,72.83707428,32000,1.0," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,554 sq ft",Juhu,19.10888863,72.83103943,145000,3.0," 2,50,000",Semi-Furnished
2 BHK Apartment ,950 sq ft,Santacruz East,19.07358932,72.86816406,78000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,690 sq ft",Andheri East,19.1108036,72.87134552,142300,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Andheri East,19.1157074,72.88977051,85000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Powai,19.11759949,72.90907288,68000,2.0,No Deposit,Furnished
1 BHK Apartment ,600 sq ft,Chembur,19.06233406,72.89425659,36000,1.0,No Deposit,Unfurnished
1 RK Studio Apartment ,250 sq ft,Andheri East,19.13683128,72.86800385,13000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,850 sq ft,Santacruz East,19.07627678,72.86540222,44999,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,900 sq ft,Andheri East,19.11686325,72.86997986,65000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,905 sq ft,Kandivali West,19.20575714,72.82209778,37000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,535 sq ft,Goregaon East,19.15395355,72.88471222,16000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,980 sq ft,Powai,19.11438179,72.89945221,43000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,652 sq ft,Borivali West,19.24906921,72.85404968,20000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,830 sq ft,Thane West,19.22969818,72.98433685,32000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,550 sq ft",Andheri West,19.13851357,72.81504059,80000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,840 sq ft,Virar,19.47019005,72.79875946,7700,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,585 sq ft,Dombivali,19.16758537,73.07501221,10500,1.0,No Deposit,Unfurnished
1 BHK Apartment ,550 sq ft,Thane West,19.25627136,72.97373962,15000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,150 sq ft",Kharghar,19.05057716,73.06804657,33000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,950 sq ft,Colaba,18.90838814,72.81639862,130000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,850 sq ft,Chembur,19.05853653,72.89077759,62000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,000 sq ft",Santacruz East,19.07358932,72.86816406,99000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,450 sq ft",Malad East,19.18372345,72.86148071,55000,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,350 sq ft",Mira Road East,19.27368927,72.86976624,38000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,650 sq ft,Andheri West,19.12327766,72.83136749,75000,2.0,No Deposit,Furnished
2 BHK Apartment ,898 sq ft,Borivali East,19.22362328,72.86126709,45000,2.0," 2,00,000",Unfurnished
1 BHK Apartment ,590 sq ft,Virar,19.46950531,72.8014679,6500,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Powai,19.11722183,72.8949585,65000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Kharghar,19.04759026,73.0774765,30000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,824 sq ft,Mulund West,19.17394066,72.94203949,55000,2.0," 2,20,000",Semi-Furnished
2 BHK Apartment ,950 sq ft,Kanjurmarg,19.1339817,72.93009186,45000,2.0,No Deposit,Furnished
2 BHK Apartment ,900 sq ft,Badlapur East,19.15852737,73.23480988,14000,2.0,No Deposit,Semi-Furnished
1 RK Studio Apartment ,150 sq ft,Borivali East,19.22686195,72.86437988,20000,1.0," 1,00,000",Semi-Furnished
1 RK Studio Apartment ,250 sq ft,Andheri East,19.13683128,72.86800385,15500,1.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,050 sq ft",Powai,19.11178398,72.89842987,58000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,775 sq ft,Airoli,19.22106552,73.08688354,14000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Lower Parel,18.99641609,72.82364655,200000,3.0," 6,00,000",Furnished
2 BHK Apartment ,"1,300 sq ft",Airoli,19.14399147,72.99369049,29000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,440 sq ft",Bhandup West,19.14082146,72.93312836,55000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,585 sq ft,Thane West,19.22358704,72.98096466,22000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Thane West,19.18860817,72.97050476,25000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Ghansoli,19.11925888,73.00700378,70000,3.0,No Deposit,Unfurnished
1 BHK Apartment ,600 sq ft,Powai,19.11624336,72.90740967,40000,2.0,No Deposit,Furnished
2 BHK Apartment ,900 sq ft,Ville Parle East,19.0951004,72.8605957,65000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,200 sq ft",Ulwe,18.9719429,73.0294342,12000,2.0,No Deposit,Unfurnished
1 RK Studio Apartment ,344 sq ft,Goregaon East,19.15562439,72.88517761,12000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,750 sq ft,Powai,19.1228199,72.89530945,24000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,750 sq ft,Thane West,19.2326889,72.98698425,40000,2.0,No Deposit,Furnished
1 BHK Apartment ,525 sq ft,Andheri East,19.1168251,72.87012482,27000,2.0,No Deposit,Unfurnished
4 BHK Apartment ,"2,450 sq ft",Prabhadevi,19.01035881,72.83055115,575000,5.0,No Deposit,Semi-Furnished
2 BHK Apartment ,900 sq ft,Andheri East,19.1168251,72.87012482,35000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,800 sq ft",Andheri West,19.1305542,72.82857513,100000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,205 sq ft",Kandivali West,19.20372581,72.83464813,55000,2.0," 2,50,000",Semi-Furnished
2 BHK Apartment ,850 sq ft,Bhandup West,19.15442848,72.93182373,45000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,500 sq ft",Andheri West,19.12937355,72.81874847,125000,3.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Juhu,19.11050224,72.82448578,75000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,100 sq ft",Santacruz East,19.07627678,72.86540222,95999,3.0,No Deposit,Unfurnished
1 BHK Apartment ,365 sq ft,Kandivali East,19.19529152,72.87622833,25500,1.0," 1,45,000",Unfurnished
1 BHK Apartment ,540 sq ft,Malad West,19.2008419,72.81732178,27000,2.0,No Deposit,Semi-Furnished
1 RK Studio Apartment ,150 sq ft,Borivali East,19.22686195,72.86437988,20000,1.0," 1,00,000",Semi-Furnished
1 BHK Apartment ,545 sq ft,Vasai,19.40745163,72.82662964,9000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,050 sq ft",Kalyan West,19.24520874,73.12499237,24000,2.0," 1,00,000",Furnished
1 BHK Apartment ,510 sq ft,Kurla West,19.07642365,72.88147736,27000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,300 sq ft,Vasai,19.38999557,72.82585144,14000,1.0," 50,000",Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Kharghar,19.03841209,73.07059479,28000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,650 sq ft,Bhayandar East,19.2720871,72.88573456,18000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,250 sq ft",Sector 21 Kamothe,19.01250458,73.09145355,23000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,989 sq ft,Kalyan West,19.25786209,73.13034058,26000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,300 sq ft",Chembur,19.06437302,72.89280701,75000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,600 sq ft",Prabhadevi,19.01371002,72.82904816,115000,3.0,No Deposit,Furnished
2 BHK Apartment ,920 sq ft,Mira Road East,19.27994156,72.88217163,22000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,650 sq ft",Kharghar,19.04157448,73.06394196,36000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,587 sq ft,Ghansoli,19.12399673,72.9980545,13000,2.0," 35,000",Unfurnished
2 BHK Apartment ,650 sq ft,Prabhadevi,19.01498032,72.82868195,90000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,850 sq ft,Andheri West,19.11480522,72.83818817,80000,2.0,No Deposit,Furnished
1 BHK Apartment ,679 sq ft,Goregaon West,19.15120697,72.84749603,53000,1.0," 2,00,000",Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Kharghar,19.05172348,73.07276917,18500,2.0," 1,00,000",Unfurnished
2 BHK Apartment ,740 sq ft,Kanjurmarg,19.1315136,72.92739868,28000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Thane West,19.19058418,72.97116852,34000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,450 sq ft,Goregaon West,19.16975403,72.83875275,24200,1.0,No Deposit,Unfurnished
1 BHK Apartment ,700 sq ft,Nerul,19.04439354,73.00994873,16000,1.0,No Deposit,Unfurnished
1 BHK Apartment ,571 sq ft,Diva Gaon,19.18997192,73.0427475,13000,1.0,No Deposit,Unfurnished
1 BHK Apartment ,400 sq ft,Andheri West,19.12345505,72.83013916,55000,1.0,No Deposit,Furnished
1 BHK Apartment ,580 sq ft,Mira Road East,19.28087616,72.87459564,18500,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,725 sq ft,Peddar Road,18.97031593,72.80643463,94975,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,100 sq ft",Kanjurmarg,19.13116074,72.94013977,33000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,400 sq ft,Vikhroli,19.11130142,72.93241882,30000,1.0," 30,000",Unfurnished
2 BHK Apartment ,"1,200 sq ft",Ulwe,18.98565674,73.02648926,22000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,955 sq ft",Panvel,18.96871948,73.12556458,37000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,850 sq ft,Bhandup West,19.15442848,72.93182373,25000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,150 sq ft",Thane West,19.27087021,72.96713257,29999,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,500 sq ft,yogi nagar,19.23563385,72.84248352,25000,2.0," 1,00,000",Semi-Furnished
3 BHK Apartment ,"2,200 sq ft",Mahape,19.11924934,73.02577209,58000,2.0," 1,60,000",Unfurnished
2 BHK Apartment ,"1,200 sq ft",Sector6 Kopar Khairane,19.10331154,73.00547791,40000,2.0," 1,50,000",Furnished
1 BHK Apartment ,550 sq ft,Marine Lines,18.94512367,72.82678986,42000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,690 sq ft,Goregaon West,19.15120697,72.84749603,50000,2.0," 2,00,000",Unfurnished
3 BHK Apartment ,"1,200 sq ft",Ville Parle East,19.0951004,72.8605957,120000,3.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,050 sq ft",Thane West,19.23074341,72.96775055,38000,2.0,No Deposit,Furnished
1 BHK Apartment ,665 sq ft,Vasai,19.40688133,72.84757233,9000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Andheri East,19.12072563,72.88448334,68000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,500 sq ft",Andheri West,19.13983917,72.83750153,150000,4.0," 4,00,000",Furnished
4 BHK Apartment ,"3,200 sq ft",Juhu,19.11533356,72.83634949,250000,4.0,No Deposit,Unfurnished
1 BHK Apartment ,710 sq ft,Kalamboli,19.04022598,73.09493256,12000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,900 sq ft,Bandra West,19.05635643,72.8288269,125000,2.0,No Deposit,Furnished
2 BHK Independent House ,"1,000 sq ft",Kharghar,19.06258011,73.05685425,25000,3.0,No Deposit,Unfurnished
1 BHK Apartment ,710 sq ft,Kalamboli,19.04022598,73.09493256,12000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,250 sq ft",Andheri East,19.11593819,72.85823059,72000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,420 sq ft,Goregaon West,19.16604233,72.83409119,30000,1.0," 1,25,000",Semi-Furnished
1 BHK Apartment ,600 sq ft,Borivali West,19.22283745,72.84616089,32000,1.0,No Deposit,Unfurnished
1 RK Studio Apartment ,350 sq ft,Kalyan West,19.25814056,73.13052368,8000,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"2,200 sq ft",Mahalaxmi,19.00593376,72.82901764,280000,2.0,No Deposit,Semi-Furnished
4 BHK Apartment ,"5,000 sq ft",Powai,19.10622025,72.89893341,300000,4.0,No Deposit,Furnished
3 BHK Apartment ,"1,500 sq ft",Juhu,19.1133461,72.83358002,150000,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,458 sq ft",Kharghar,19.05834389,73.07910156,40000,3.0," 1,60,000",Furnished
2 BHK Apartment ,800 sq ft,Kalyan West,19.25731087,73.12992096,13000,2.0,No Deposit,Unfurnished
1 RK Studio Apartment ,310 sq ft,Santacruz East,19.07627678,72.86540222,26999,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,245 sq ft",Chembur,19.05451012,72.89835358,65000,2.0," 2,00,000",Unfurnished
2 BHK Apartment ,"1,000 sq ft",Sanpada,19.06379509,73.00462341,40000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,350 sq ft",Thane West,19.20737076,72.97259521,21000,3.0," 85,000",Unfurnished
1 BHK Apartment ,550 sq ft,Jogeshwari West,19.1398983,72.84290314,38000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,950 sq ft,Kandivali West,19.21018028,72.82280731,42000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,250 sq ft",Andheri East,19.11593819,72.85823059,65000,2.0,No Deposit,Unfurnished
4 BHK Apartment ,"1,600 sq ft",Bhandup West,19.15110016,72.94132233,70000,4.0,No Deposit,Furnished
3 BHK Apartment ,"1,200 sq ft",Kandivali West,19.1939106,72.84563446,72000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,540 sq ft,Powai,19.11657715,72.91240692,60000,2.0,No Deposit,Furnished
1 BHK Apartment ,650 sq ft,Andheri East,19.11651802,72.8895874,38000,1.0,No Deposit,Furnished
1 BHK Apartment ,700 sq ft,Ulwe,18.97512245,73.05290222,11000,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,100 sq ft",Andheri West,19.1423111,72.81121826,110000,3.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,265 sq ft",Sewri,18.99361229,72.85025787,85000,3.0," 2,00,000",Semi-Furnished
1 BHK Apartment ,444 sq ft,Goregaon West,19.16921997,72.83662415,26300,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,600 sq ft,Andheri East,19.11567116,72.88295746,44000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,050 sq ft",Santacruz East,19.07990265,72.85475922,50000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,150 sq ft",Marine Lines,18.9430027,72.82634735,180000,2.0,No Deposit,Furnished
1 BHK Apartment ,434 sq ft,Dombivali,19.21064949,73.09201813,5500,1.0," 25,000",Unfurnished
3 BHK Apartment ,"1,300 sq ft",Andheri East,19.11686325,72.86997986,65000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,630 sq ft,Nalasopara West,19.4112854,72.78408813,6500,1.0,No Deposit,Unfurnished
1 BHK Apartment ,670 sq ft,Virar,19.47033882,72.79947662,6500,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,830 sq ft,Bhandup West,19.15110016,72.94132233,27000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,200 sq ft",Santacruz East,19.0743084,72.86810303,107000,3.0,No Deposit,Furnished
3 BHK Apartment ,"1,440 sq ft",Bandra West,19.06040573,72.82672119,225000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Bandra West,19.06736755,72.82624054,99000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,355 sq ft",Chembur,19.06351471,72.89162445,84000,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Bandra West,19.05817223,72.82762909,570000,5.0," 12,00,000",Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Kalamboli,19.03874969,73.0954361,18000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,650 sq ft,Malad West,19.18683434,72.8336792,35000,1.0," 1,25,000",Unfurnished
2 BHK Apartment ,"1,050 sq ft",Andheri West,19.14911079,72.82739258,90000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,120 sq ft",Kharghar,19.06766701,73.07197571,35000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,100 sq ft",Sanpada,19.06097031,73.01056671,40000,2.0,No Deposit,Furnished
2 BHK Apartment ,950 sq ft,Mulund West,19.16048431,72.94541931,42000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,675 sq ft,Ghansoli,19.11830139,72.99414825,32000,2.0," 90,000",Unfurnished
1 BHK Apartment ,550 sq ft,Girgaon,18.95569611,72.82301331,60000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,830 sq ft,Bhandup West,19.15110016,72.94132233,31000,2.0,No Deposit,Furnished
2 BHK Apartment ,774 sq ft,Dombivali,19.14808083,73.07962036,11500,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,025 sq ft",Malad West,19.17469406,72.8384552,50000,2.0," 2,00,000",Unfurnished
1 RK Studio Apartment ,300 sq ft,Mira Road East,19.13683128,72.86800385,17500,1.0,No Deposit,Furnished
1 BHK Apartment ,650 sq ft,Andheri East,19.11436844,72.884758,49000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,650 sq ft,Nerul,19.04355812,73.01004791,17000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,087 sq ft",Suyog Nagar,19.36766815,72.82011414,23000,3.0," 75,000",Unfurnished
2 BHK Apartment ,918 sq ft,Dombivali,19.16758537,73.07501221,15000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,100 sq ft",Vikhroli,19.09479713,72.91977692,75000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,520 sq ft,Mahape,19.11924934,73.02577209,12500,2.0," 35,000",Unfurnished
3 BHK Apartment ,"1,100 sq ft",Khar West,19.07024956,72.8334198,175000,3.0,No Deposit,Furnished
1 BHK Apartment ,"1,000 sq ft",Kharghar,19.0487709,73.07372284,22000,2.0," 1,00,000",Unfurnished
1 BHK Apartment ,580 sq ft,Mira Road East,19.28087616,72.87459564,16000,1.0,No Deposit,Semi-Furnished
3 BHK Independent House ,"2,000 sq ft",Bandra West,19.05635643,72.8288269,99000,4.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,070 sq ft",Kharghar,19.04291344,73.06665802,32000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,635 sq ft,Kamothe,19.02183342,73.08637238,12500,1.0,No Deposit,Unfurnished
1 BHK Apartment ,645 sq ft,Andheri East,19.12276459,72.88446045,45000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,250 sq ft",Powai,19.12325668,72.91281128,75000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Ulwe,18.97071648,73.01301575,26000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,864 sq ft,Dombivali East,19.20657921,73.10357666,9000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,526 sq ft,Goregaon East,19.1560955,72.88613892,16000,1.0,No Deposit,Furnished
2 BHK Apartment ,960 sq ft,Goregaon West,19.1503849,72.8474884,62000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,580 sq ft,Andheri East,19.11567116,72.88295746,45000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,060 sq ft",Dharavi,19.0403595,72.84889221,56000,2.0," 3,00,000",Furnished
2 BHK Apartment ,750 sq ft,Mulund East,19.1701355,72.96131897,35000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,600 sq ft,Cumballa Hill,18.97038841,72.80427551,85000,2.0,No Deposit,Furnished
1 BHK Apartment ,683 sq ft,Karanjade,18.97465897,73.11180878,7500,2.0,No Deposit,Unfurnished
2 BHK Apartment ,875 sq ft,Virar,19.47019005,72.79875946,7000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,514 sq ft,Vikhroli,19.11966324,72.9401474,30000,1.0," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Chembur,19.06293297,72.89239502,85000,3.0,No Deposit,Unfurnished
2 BHK Apartment ,950 sq ft,Goregaon West,19.15029144,72.8470993,60000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,635 sq ft,Goregaon East,19.15676117,72.87097168,34000,2.0,No Deposit,Furnished
2 BHK Apartment ,850 sq ft,Santacruz East,19.07556152,72.85774994,58000,2.0,No Deposit,Furnished
